Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
2020-11-22,235708,MARY FREE BED SUB-ACUTE REHABILITATION,"235 WEALTHY ST  SE, 5TH FLOOR",GRAND RAPIDS,MI,49503,Y,Y,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,48.0,31.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,69.0,45.0,N,6.0,13.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,64.5,0.0,129.0,32.3,25.0,Kent,N,N,POINT (-85.662926 42.955888),Week 27 - Nov 22
2020-10-11,235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,2121 ROCKWELL DR,MIDLAND,MI,48642,Y,Y,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,100.0,69.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,20.0,6.0,Y,3.0,3.0,2.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.5,0.0,14.5,0.0,0.0,Midland,N,Y,POINT (-84.167391 43.61713),Week 21 - Oct 11
2020-06-28,235612,FREEMAN NURSING & REHAB COMMUNITY,1805 PYLE DRIVE,KINGSFORD,MI,49802,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,45.0,36.0,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Dickinson,N,N,POINT (-88.097852 45.80406),Week 06 - Jun 28
2020-08-02,235714,WINDEMERE PARK HEALTH AND REHAB CENTER,31800 VAN DYKE AVENUE,WARREN,MI,48093,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,66.0,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Macomb,N,N,POINT (-83.0291 42.527135),Week 11 - Aug  2
2020-11-08,235635,CARETEL INNS OF TRI-CITIES,6700 WESTSIDE SAGINAW ROAD,BAY CITY,MI,48706,Y,Y,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,1.0,60.0,52.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,8.0,0.0,34.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,115.4,19.2,16.7,Bay,N,N,POINT (-83.961082 43.543699),Week 25 - Nov  8
2020-05-31,235578,FOUR SEASONS NURSING CENTER OF WESTLAND,8365 NEWBURGH RD,WESTLAND,MI,48185,Y,Y,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,180.0,142.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,7.0,0.0,0.0,Wayne,N,N,,Week 02 - May 31
2020-10-18,235666,REGENCY AT GRAND BLANC,1330 GRAND POINTE COURT,GRAND BLANC,MI,48439,Y,Y,0.0,8.0,5.0,32.0,0.0,2.0,2.0,25.0,0.0,2.0,,84.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,,Y,Y,N,Y,Y,N,Y,0.0,0.0,Y,5.0,26.0,1.0,2.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,59.5,0.0,381.0,23.8,6.3,Genesee,Y,N,POINT (-83.679015 42.941165000000005),Week 22 - Oct 18
2020-05-24,235582,EVERGREEN HEALTH AND REHABILITATION CENTER,19933 WEST THIRTEEN MILE ROAD,SOUTHFIELD,MI,48076,Y,N,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,119.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,42.0,5.0,5.0,3.0,3.0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Oakland,,,POINT (-83.241546 42.51659),Week 01 - May 24
2020-07-12,235659,RIVERVIEW HEALTH & REHAB CENTER,7733 E JEFFERSON,DETROIT,MI,48214,Y,Y,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,220.0,142.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,50.0,0.0,Y,Y,0.0,0.0,0.0,0.0,,Wayne,N,N,,Week 08 - Jul 12
2020-05-24,235725,AERIUS HEALTH CENTER,13840 KING ROAD,RIVERVIEW,MI,48193,Y,N,9.0,9.0,0.0,0.0,3.0,3.0,6.0,6.0,21.0,21.0,78.0,41.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,1.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,512.2,0.0,512.2,,Wayne,,,POINT (-83.193452 42.155763),Week 01 - May 24
2020-07-05,235704,"WELLBRIDGE OF ROMEO, LLC",375 SOUTH MAIN STREET,ROMEO,MI,48065,Y,Y,0.0,0.0,0.0,1.0,0.0,6.0,0.0,13.0,0.0,2.0,124.0,95.0,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,12.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,10.5,21.1,200.0,Macomb,N,N,POINT (-83.013439 42.79498),Week 07 - Jul  5
2020-07-05,235625,WEST WOODS OF BRIDGMAN,9935 RED ARROW HWY,BRIDGMAN,MI,49106,Y,N,0.0,0.0,0.0,0.0,0.0,5.0,3.0,13.0,0.0,0.0,92.0,57.0,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,4.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Berrien,N,N,POINT (-86.566105 41.938831),Week 07 - Jul  5
2020-06-14,235666,REGENCY AT GRAND BLANC,1330 GRAND POINTE COURT,GRAND BLANC,MI,48439,Y,Y,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,,109.0,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,18.3,,Genesee,N,N,POINT (-83.679015 42.941165000000005),Week 04 - Jun 14
2020-08-16,235658,REGENCY AT BLUFFS PARK,355 HURON VIEW BLVD,ANN ARBOR,MI,48103,Y,Y,0.0,7.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,0.0,71.0,61.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,>7 DAYS,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,1.0,1.0,1.0,23.0,0.0,0.0,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Washtenaw,N,N,POINT (-83.749069 42.298172),Week 13 - Aug 16
2020-11-01,235591,ROUBAL CARE AND REHAB CENTER,N 306 MAPLE STREET,STEPHENSON,MI,49887,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,39.0,36.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,2.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Menominee,N,N,,Week 24 - Nov  1
2020-07-05,235622,QUALICARE NURSING HOME,695 E GRAND BLVD,DETROIT,MI,48207,Y,Y,0.0,1.0,0.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,,85.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,117.6,0.0,0.0,Wayne,N,N,POINT (-83.011722 42.36204800000001),Week 07 - Jul  5
2020-06-14,235569,OVID HEALTHCARE CENTER,9480 E M-21,OVID,MI,48866,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Clinton,N,N,POINT (-84.37871600000001 43.001131),Week 04 - Jun 14
2020-09-27,235592,HURON WOODS NURSING CENTER,1395 S HURON RD,KAWKAWLIN,MI,48631,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,0.0,60.0,45.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,22.2,0.0,0.0,Bay,N,N,POINT (-83.968173 43.698814),Week 19 - Sep 27
2020-09-20,235573,GRACEWAY AT COUNTRYSIDE,120 BASELINE RD,SOUTH HAVEN,MI,49090,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Van Buren,,,POINT (-86.270615 42.419297),Week 18 - Sep 20
2020-11-15,235713,GENESYS SHORT-TERM REHABILITATION CENTER,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Genesee,N,N,,Week 26 - Nov 15
2020-09-27,235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,3260 EAST B AVE,PLAINWELL,MI,49080,Y,Y,0.0,0.0,0.0,6.0,0.0,7.0,0.0,2.0,0.0,0.0,39.0,32.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,4.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,187.5,0.0,0.0,Kalamazoo,N,N,POINT (-85.551248 42.405349),Week 19 - Sep 27
2020-11-15,235585,"COVENANT MEDICAL CENTER,  INC",515 N. MICHIGAN,SAGINAW,MI,48602,Y,Y,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,2.0,9.0,0.0,14.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,66.7,0.0,200.0,0.0,0.0,Saginaw,N,N,POINT (-83.95994800000001 43.420514),Week 26 - Nov 15
2020-06-21,235613,MAPLE MANOR REHAB CENTER,3999 VENOY ROAD,WAYNE,MI,48184,Y,Y,0.0,4.0,0.0,0.0,0.0,15.0,2.0,3.0,0.0,0.0,59.0,26.0,Y,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Wayne,N,N,POINT (-83.363075 42.27897),Week 05 - Jun 21
2020-08-02,235600,MEDILODGE OF MONTROSE INC,9317 W VIENNA RD,MONTROSE,MI,48457,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,121.0,78.0,Y,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,,,,,0.0,0.0,0.0,0.0,,Genesee,N,N,,Week 11 - Aug  2
2020-11-22,235643,ST ANNS HOME,2161 LEONARD NW,GRAND RAPIDS,MI,49504,Y,Y,0.0,21.0,1.0,31.0,0.0,28.0,0.0,27.0,0.0,16.0,55.0,37.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,28.0,98.0,Y,3.0,23.0,0.0,6.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27.0,0.0,837.8,432.4,51.6,Kent,N,N,POINT (-85.721566 42.986069),Week 27 - Nov 22
2020-06-21,235644,HICKORY RIDGE OF TEMPERANCE,951 HICKORY CREEK BOULEVARD,TEMPERANCE,MI,48182,Y,Y,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,,64.0,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,11.0,0.0,0.0,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,,,,,0.0,0.0,0.0,0.0,,Monroe,N,N,POINT (-83.566308 41.74286),Week 05 - Jun 21
2020-08-02,235654,THE VILLAGES OF LAPEER NURSING & REHABILITATION,239 S MAIN ST,LAPEER,MI,48446,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapeer,,,POINT (-83.31878 43.047749),Week 11 - Aug  2
2020-08-02,235563,MEDILODGE OF MONROE,481 VILLAGE GREEN LANE,MONROE,MI,48162,Y,Y,0.0,0.0,0.0,3.0,0.0,0.0,1.0,19.0,0.0,0.0,103.0,86.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,34.9,0.0,0.0,Monroe,N,N,POINT (-83.413909 41.929465),Week 11 - Aug  2
2020-06-07,235573,GRACEWAY AT COUNTRYSIDE,120 BASELINE RD,SOUTH HAVEN,MI,49090,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Van Buren,,,POINT (-86.270615 42.419297),Week 03 - Jun  7
2020-11-08,235642,WESTLAKE HEALTH CAMPUS,10735  BOGIE LAKE ROAD,COMMERCE,MI,48382,Y,Y,0.0,0.0,1.0,5.0,0.0,2.0,0.0,6.0,0.0,1.0,61.0,47.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,N,,,,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.3,0.0,106.4,21.3,20.0,Oakland,N,N,POINT (-83.493049 42.613165),Week 25 - Nov  8
2020-08-30,235715,WELLBRIDGE OF FENTON,901 PINE CREEK DRIVE,FENTON,MI,48430,Y,Y,0.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,100.0,63.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,Y,Y,Y,N,N,,,,0.0,33.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,47.6,0.0,158.7,333.3,210.0,Genesee,Y,N,,Week 15 - Aug 30
2020-07-05,235649,VALLEY HEALTH CENTER,1015 E PARIS AVE SE,GRAND RAPIDS,MI,49546,Y,Y,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,19.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Kent,N,N,POINT (-85.57062 42.94463),Week 07 - Jul  5
2020-11-15,235563,MEDILODGE OF MONROE,481 VILLAGE GREEN LANE,MONROE,MI,48162,Y,Y,1.0,5.0,21.0,32.0,0.0,0.0,0.0,37.0,0.0,0.0,103.0,81.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,N,N,N,Y,83.0,96.0,Y,16.0,33.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,,,,,259.3,0.0,395.1,0.0,0.0,Monroe,Y,N,POINT (-83.413909 41.929465),Week 26 - Nov 15
2020-06-07,235590,LIVONIA WOODS NURSING AND REHABILITATION,33600 LUTHER LANE,LIVONIA,MI,48154,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,50.0,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Wayne,N,N,POINT (-83.375751 42.392268),Week 03 - Jun  7
2020-11-22,235587,FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER,28910 PLYMOUTH ROAD,LIVONIA,MI,48150,Y,Y,0.0,8.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,108.0,77.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,6.0,4.0,Y,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,26.0,13.0,50.0,Wayne,N,N,POINT (-83.3286 42.369278),Week 27 - Nov 22
2020-10-04,235613,MAPLE MANOR REHAB CENTER,3999 VENOY ROAD,WAYNE,MI,48184,Y,Y,0.0,4.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,59.0,30.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,29.0,3.0,3.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Wayne,N,N,POINT (-83.363075 42.27897),Week 20 - Oct  4
2020-05-31,235605,COVENTRY HOUSE INN,3905 LORRAINE PATH,ST JOSEPH,MI,49085,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,Y,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Berrien,N,N,POINT (-86.446343 42.046985),Week 02 - May 31
2020-08-09,235660,THE OAKS AT WOODFIELD,5370 E BALDWIN ROAD,GRAND BLANC,MI,48439,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,51.0,46.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Genesee,N,N,POINT (-83.596435 42.887388),Week 12 - Aug  9
2020-11-29,235623,"ROYALTON MANOR, L L C",288 PEACE BLVD,ST JOSEPH,MI,49085,Y,Y,0.0,0.0,8.0,13.0,,16.0,0.0,4.0,0.0,1.0,,97.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,22.0,10.0,,4.0,21.0,0.0,43.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,82.5,0.0,134.0,10.3,7.7,Berrien,Y,N,POINT (-86.455602 42.047263),Week 28 - Nov 29
2020-05-24,235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,2121 ROCKWELL DR,MIDLAND,MI,48642,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Midland,,,POINT (-84.167391 43.61713),Week 01 - May 24
2020-05-24,235580,HEARTLAND HEALTH CARE CENTER-ANN ARBOR,4701 E. HURON RIVER DR,ANN ARBOR,MI,48105,Y,Y,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,180.0,105.0,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Washtenaw,,,POINT (-83.668113 42.267009),Week 01 - May 24
