,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
188705,2020-12-13,235062,GRANDVUE MEDICAL CARE FACILITY,1728 S PENINSULA ROAD,EAST JORDAN,MI,49727,Y,Y,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.0,0.0,113.0,86.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,1.0,,1.0,24.0,0.0,55.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Charlevoix,N,N,POINT (-85.13957000000002 45.179585),Week 30 - Dec 13
189024,2020-12-13,235357,MISSION POINT NSG & PHYSICAL REHAB CTR OF BELDING,414 E STATE ST,BELDING,MI,48809,Y,Y,0.0,1.0,0.0,38.0,,1.0,0.0,36.0,0.0,4.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,0.0,2.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,463.4,48.8,10.5,Ionia,,,POINT (-85.224083 43.08898),Week 30 - Dec 13
189054,2020-12-13,235175,MEDILODGE OF FRANKENMUTH,500 W GENESEE,FRANKENMUTH,MI,48734,Y,Y,4.0,214.0,1.0,3.0,,0.0,1.0,20.0,0.0,13.0,105.0,63.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,41.0,62.0,,0.0,14.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,15.9,0.0,47.6,206.3,433.3,Saginaw,N,N,POINT (-83.743619 43.335839),Week 30 - Dec 13
189086,2020-12-13,235301,SANCTUARY AT MCAULEY,1380 E SHERMAN BLVD,MUSKEGON,MI,49444,Y,Y,0.0,1.0,0.0,61.0,,3.0,0.0,17.0,0.0,8.0,98.0,65.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,50.0,220.0,,1.0,62.0,0.0,14.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,938.5,123.1,13.1,Muskegon,N,N,POINT (-86.211032 43.204985),Week 30 - Dec 13
189133,2020-12-13,235300,MEDILODGE OF TAYLOR,23600 NORTHLINE RD,TAYLOR,MI,48180,Y,Y,0.0,2.0,0.0,44.0,,0.0,0.0,37.0,0.0,18.0,142.0,95.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,96.0,231.0,,0.0,34.0,0.0,2.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,463.2,189.5,40.9,Wayne,N,N,POINT (-83.262329 42.212116),Week 30 - Dec 13
189179,2020-12-13,235378,RESTHAVEN CARE CENTER,280 W 40TH ST,HOLLAND,MI,49423,Y,N,0.0,2.0,0.0,0.0,,14.0,1.0,26.0,0.0,1.0,145.0,136.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,8.0,35.0,0.0,29.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,7.4,,Allegan,N,N,POINT (-86.120488 42.761524),Week 30 - Dec 13
189181,2020-12-13,235294,MISSION POINT NSG & PHY REHAB CTR OF CEDAR SPRINGS,400 JEFFREY,CEDAR SPRINGS,MI,49319,Y,Y,0.0,0.0,0.0,37.0,,6.0,0.0,21.0,0.0,11.0,77.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,0.0,12.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,616.7,183.3,29.7,Kent,,,,Week 30 - Dec 13
189210,2020-12-13,235057,HEARTLAND HEALTH CARE CENTER-LIVONIA,28550 FIVE MILE RD,LIVONIA,MI,48154,Y,Y,0.0,18.0,0.0,11.0,,23.0,0.0,5.0,0.0,0.0,142.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,24.0,,1.0,7.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,152.8,0.0,0.0,Wayne,N,N,POINT (-83.326683 42.399237),Week 30 - Dec 13
189230,2020-12-13,235243,MEDILODGE OF GTC,2950 LAFRANIER RD,TRAVERSE CITY,MI,49686,Y,Y,9.0,40.0,0.0,12.0,,3.0,3.0,12.0,2.0,5.0,125.0,97.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,8.0,210.0,,1.0,11.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,20.6,123.7,51.5,41.7,Grand Traverse,N,N,POINT (-85.605633 44.730229),Week 30 - Dec 13
189235,2020-12-13,235089,TUSCOLA COUNTY MEDICAL CARE FACILITY,1285 CLEAVER RD,CARO,MI,48723,Y,Y,0.0,6.0,0.0,35.0,,55.0,1.0,57.0,0.0,13.0,159.0,131.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,2.0,,4.0,38.0,0.0,196.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,267.2,99.2,37.1,Tuscola,N,N,POINT (-83.387788 43.503623),Week 30 - Dec 13
189264,2020-12-13,235011,IOSCO CO MEDICAL CARE FACILITY,1201 HARRIS AVE,TAWAS CITY,MI,48763,Y,Y,0.0,1.0,0.0,4.0,,22.0,1.0,21.0,0.0,0.0,78.0,51.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,52.0,231.0,,0.0,10.0,0.0,58.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,78.4,0.0,0.0,Iosco,N,N,POINT (-83.530671 44.271526),Week 30 - Dec 13
189385,2020-12-13,235207,OAKPOINTE SENIOR CARE AND REHAB CENTER,18901 MEYERS RD,DETROIT,MI,48235,Y,Y,0.0,8.0,0.0,15.0,,0.0,0.0,1.0,0.0,1.0,133.0,110.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,136.4,9.1,6.7,Wayne,N,N,POINT (-83.170624 42.430135),Week 30 - Dec 13
189406,2020-12-13,235225,FOUNTAIN VIEW OF MONROE,1971 N MONROE STREET,MONROE,MI,48162,Y,Y,1.0,15.0,6.0,69.0,,10.0,6.0,30.0,4.0,7.0,,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,7.0,,3.0,36.0,0.0,57.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,73.2,48.8,841.5,85.4,10.1,Monroe,Y,N,POINT (-83.386177 41.94232),Week 30 - Dec 13
189452,2020-12-13,235036,"MEDILODGE OF ROCHESTER HILLS, INC",1480 WALTON BLVD,ROCHESTER HILLS,MI,48309,Y,Y,0.0,0.0,0.0,13.0,,1.0,0.0,1.0,0.0,0.0,126.0,56.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,112.0,445.0,,0.0,24.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,232.1,0.0,0.0,Oakland,N,N,POINT (-83.161114 42.68143500000001),Week 30 - Dec 13
189567,2020-12-13,235358,MEDILODGE OF LUDINGTON,1000 E TINKHAM AVE,LUDINGTON,MI,49431,Y,Y,0.0,0.0,0.0,1.0,,0.0,0.0,15.0,0.0,0.0,93.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,165.0,,2.0,4.0,0.0,20.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,14.1,0.0,0.0,Mason,N,N,POINT (-86.428327 43.963342),Week 30 - Dec 13
189608,2020-12-13,235213,ALLEGAN COUNTY MEDICAL CARE FA,3265 122ND AVE R2,ALLEGAN,MI,49010,Y,Y,0.0,0.0,0.0,0.0,,7.0,0.0,10.0,0.0,0.0,70.0,48.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,3.0,,0.0,6.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Allegan,N,N,POINT (-85.867031 42.57891),Week 30 - Dec 13
189663,2020-12-13,235296,MEDILODGE OF SOUTHFIELD,26715 GREENFIELD RD,SOUTHFIELD,MI,48076,Y,Y,0.0,67.0,0.0,14.0,,3.0,0.0,30.0,0.0,3.0,191.0,121.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,46.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,115.7,24.8,21.4,Oakland,N,N,POINT (-83.202288 42.486105),Week 30 - Dec 13
189730,2020-12-13,235352,CASS COUNTY MEDICAL CARE FACIL,23770 HOSPITAL ST,CASSOPOLIS,MI,49031,Y,Y,0.0,8.0,0.0,42.0,,25.0,0.0,17.0,0.0,11.0,80.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,44.0,120.0,,0.0,37.0,0.0,52.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,913.0,239.1,26.2,Cass,N,N,POINT (-86.02537800000002 41.883452),Week 30 - Dec 13
189745,2020-12-13,235074,MARLETTE COMM HOSP LTCU,2770 MAIN ST,MARLETTE,MI,48453,Y,Y,0.0,1.0,0.0,20.0,,1.0,3.0,13.0,3.0,4.0,39.0,32.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,27.0,68.0,,0.0,25.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,93.8,625.0,125.0,20.0,Sanilac,N,N,POINT (-83.08016 43.332579),Week 30 - Dec 13
189900,2020-12-13,235197,HILLSDALE CO MEDICAL CARE FACI,140 W MECHANIC ST,HILLSDALE,MI,49242,Y,Y,0.0,0.0,0.0,24.0,,3.0,2.0,22.0,1.0,2.0,170.0,130.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,122.0,31.0,,5.0,46.0,0.0,1.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,7.7,184.6,15.4,8.3,Hillsdale,N,N,,Week 30 - Dec 13
189967,2020-12-13,235279,"HOLT SENIOR CARE AND REHAB CENTER, L L C",5091 WILLOUGHBY ROAD,HOLT,MI,48842,Y,Y,0.0,0.0,0.0,0.0,,0.0,0.0,54.0,0.0,0.0,101.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,17.0,0.0,2.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,0.0,0.0,,Ingham,N,N,POINT (-84.547218 42.65482),Week 30 - Dec 13
189993,2020-12-13,235320,LAHSER HILLS CARE CENTRE,25300 LAHSER RD,SOUTHFIELD,MI,48034,Y,Y,0.0,24.0,0.0,70.0,,0.0,2.0,31.0,0.0,8.0,143.0,95.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,55.0,0.0,38.0,0.0,3.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,736.8,84.2,11.4,Oakland,N,N,POINT (-83.260866 42.475377),Week 30 - Dec 13
190005,2020-12-13,235223,CARE AND REHABILITATION CENTER AT GLACIER HILLS,1200 EARHART RD,ANN ARBOR,MI,48105,Y,Y,0.0,1.0,0.0,6.0,,0.0,0.0,3.0,0.0,2.0,105.0,76.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,78.9,26.3,33.3,Washtenaw,N,N,POINT (-83.68232000000002 42.29002),Week 30 - Dec 13
190008,2020-12-13,235330,MEDILODGE OF LIVINGSTON,3003 W GRAND RIVER,HOWELL,MI,48843,Y,Y,0.0,20.0,0.0,26.0,,0.0,0.0,45.0,0.0,18.0,125.0,80.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,80.0,193.0,,0.0,28.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22.0,0.0,Y,Y,0.0,0.0,325.0,225.0,69.2,Livingston,N,N,POINT (-83.973171 42.620394),Week 30 - Dec 13
190039,2020-12-13,235179,CHRISTIAN PARK VILLAGE,2525 7TH AVENUE SOUTH,ESCANABA,MI,49829,Y,Y,0.0,11.0,8.0,48.0,,10.0,0.0,16.0,0.0,11.0,,49.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,22.0,32.0,,2.0,45.0,0.0,37.0,0.0,0.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,163.3,0.0,979.6,224.5,22.9,Delta,Y,N,POINT (-87.081431 45.737218),Week 30 - Dec 13
190046,2020-12-13,235370,MEDILODGE OF ST CLAIR,4220 S HOSPITAL DR,EAST CHINA,MI,48054,Y,Y,0.0,76.0,0.0,67.0,,24.0,0.0,34.0,0.0,26.0,172.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,0.0,12.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,779.1,302.3,38.8,St. Clair,,,POINT (-82.480005 42.78476200000001),Week 30 - Dec 13
190079,2020-12-13,235004,SKLD MUSKEGON,1061 W HACKLEY AVE,MUSKEGON,MI,49441,Y,Y,10.0,61.0,0.0,57.0,,12.0,1.0,75.0,0.0,60.0,85.0,72.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,1.0,64.0,0.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,791.7,833.3,105.3,Muskegon,N,N,POINT (-86.26956000000001 43.212683),Week 30 - Dec 13
190137,2020-12-13,235113,"SAGINAW SENIOR CARE AND REHAB CENTER, L L C",4322 MACKINAW ROAD,SAGINAW,MI,48603,Y,N,0.0,2.0,0.0,8.0,,6.0,0.0,0.0,0.0,0.0,71.0,48.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,20.0,0.0,19.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,166.7,0.0,0.0,Saginaw,N,N,POINT (-83.994427 43.444517),Week 30 - Dec 13
190150,2020-12-13,235286,MEDILODGE OF CASS CITY,4782 HOSPITAL DR,CASS CITY,MI,48726,Y,Y,0.0,10.0,0.0,58.0,,67.0,0.0,13.0,0.0,6.0,80.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,54.0,162.0,,0.0,33.0,0.0,24.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,983.1,101.7,10.3,Tuscola,N,N,POINT (-83.183954 43.60788),Week 30 - Dec 13
190171,2020-12-13,235214,CAMBRIDGE NORTH HEALTHCARE CENTER,535 N MAIN,CLAWSON,MI,48017,Y,Y,0.0,0.0,0.0,24.0,,0.0,0.0,21.0,0.0,17.0,120.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,180.0,,1.0,21.0,0.0,0.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,328.8,232.9,70.8,Oakland,N,N,POINT (-83.146513 42.537507),Week 30 - Dec 13
190181,2020-12-13,235324,RIVERSIDE HEALTHCARE CENTER,1149 WEST MONROE RD,SAINT LOUIS,MI,48880,Y,Y,0.0,1.0,0.0,19.0,,0.0,0.0,4.0,0.0,2.0,39.0,34.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,558.8,58.8,10.5,Gratiot,N,N,POINT (-84.629322 43.40789300000001),Week 30 - Dec 13
190206,2020-12-13,235022,MEDILODGE OF CLARE,600 SE 4TH ST,CLARE,MI,48617,Y,Y,0.0,0.0,27.0,55.0,,6.0,2.0,17.0,0.0,0.0,92.0,67.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,37.0,256.0,,21.0,37.0,0.0,9.0,0.0,0.0,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,403.0,0.0,820.9,0.0,0.0,Clare,Y,N,POINT (-84.759852 43.818202),Week 30 - Dec 13
190347,2020-12-13,235076,NEWAYGO CO MEDICAL CARE FACILI,4465 W 48TH ST,FREMONT,MI,49412,Y,Y,0.0,0.0,0.0,9.0,,9.0,1.0,42.0,0.0,1.0,116.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,125.0,234.0,,0.0,14.0,0.0,202.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,128.6,14.3,11.1,Newaygo,N,N,POINT (-85.911905 43.467021),Week 30 - Dec 13
190363,2020-12-13,235292,MEDILODGE OF SAULT STE MARIE,1011 MERIDIAN RD,SAULT SAINTE MARIE,MI,49783,Y,Y,2.0,2.0,0.0,8.0,,0.0,0.0,3.0,0.0,0.0,106.0,62.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,72.0,,1.0,8.0,0.0,12.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,129.0,0.0,0.0,Chippewa,N,N,POINT (-84.363989 46.490389),Week 30 - Dec 13
190403,2020-12-13,235263,MEDILODGE OF STERLING HEIGHTS,14151 E 15 MILE RD,STERLING HEIGHTS,MI,48312,Y,Y,0.0,63.0,2.0,86.0,,22.0,8.0,93.0,0.0,16.0,273.0,176.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,346.0,606.0,,8.0,49.0,0.0,22.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.4,0.0,488.6,90.9,18.6,Macomb,N,N,POINT (-82.98181500000001 42.55254600000001),Week 30 - Dec 13
190509,2020-12-13,235228,CHERRY HILL FOR NURSING AND REHABILITATION,38410 CHERRY HILL RD,WESTLAND,MI,48185,Y,Y,0.0,15.0,0.0,37.0,,0.0,0.0,26.0,0.0,8.0,127.0,97.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,37.0,0.0,0.0,0.0,0.0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,381.4,82.5,21.6,Wayne,N,N,POINT (-83.418083 42.309281000000006),Week 30 - Dec 13
190524,2020-12-13,235355,MISSION POINT NSG & PHYSICAL REHAB CTR OF LAMONT,13030 COMMERCIAL ST,LAMONT,MI,49430,Y,Y,0.0,0.0,1.0,2.0,,1.0,0.0,7.0,0.0,0.0,39.0,33.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,0.0,,2.0,6.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,30.3,0.0,60.6,0.0,0.0,Ottawa,N,N,POINT (-85.898476 43.005155),Week 30 - Dec 13
190586,2020-12-13,235339,EDISON CHRISTIAN HEALTH CENTER,1000 EDISON AVE NW,GRAND RAPIDS,MI,49504,Y,Y,0.0,0.0,0.0,5.0,,33.0,0.0,18.0,0.0,0.0,136.0,90.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,5.0,45.0,,1.0,22.0,0.0,60.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,55.6,0.0,0.0,Kent,N,N,POINT (-85.713348 42.9822),Week 30 - Dec 13
190606,2020-12-13,235052,ABERDEEN REHABILITATION AND SKILLED NURSING CENTER,5500 FORT ST,TRENTON,MI,48183,Y,Y,0.0,0.0,0.0,0.0,,2.0,0.0,3.0,0.0,0.0,50.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,0.0,9.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Wayne,,,POINT (-83.212894 42.114607),Week 30 - Dec 13
190644,2020-12-13,235164,PINE RIDGE - A REHABILITATION AND NURSING CENTER,4368 CLEVELAND AVE,STEVENSVILLE,MI,49127,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berrien,,,POINT (-86.494841 42.03811400000001),Week 30 - Dec 13
190700,2020-12-13,235283,MEDILODGE OF EAST LANSING,1843 N HAGADORN RD,EAST LANSING,MI,48823,Y,Y,0.0,14.0,2.0,40.0,,25.0,0.0,24.0,0.0,6.0,103.0,38.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,34.0,78.0,,2.0,38.0,0.0,32.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25.0,0.0,Y,Y,52.6,0.0,1052.6,157.9,15.0,Ingham,N,N,POINT (-84.462384 42.754639),Week 30 - Dec 13
190792,2020-12-13,235242,"BOULEVARD MANOR, LLC",464 E GRAND BLVD,DETROIT,MI,48207,Y,Y,0.0,7.0,0.0,8.0,,4.0,0.0,3.0,0.0,0.0,87.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,0.0,0.0,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,127.0,0.0,0.0,Wayne,,,POINT (-83.007775 42.356104),Week 30 - Dec 13
