Facility Name,Facility Name Normalized,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
The Lighthouse At Roscommon,THE LIGHTHOUSE AT ROSCOMMON,,20201112,MI,ROSCOMMON,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSION POINT NURSING AND PHYSICAL REHABILITATION CENTER OF ROSCOMMON,86
Avista Nursing and Rehab,AVISTA NURSING AND REHABILITATION,AVISTA NURSING AND REHABILITATION,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVISTA NURSING AND REHABILITATION,100
Avista Nursing and Rehab,AVISTA NURSING AND REHABILITATION,AVISTA NURSING AND REHABILITATION,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVISTA NURSING AND REHABILITATION,100
Barton Woods Assisted Living,BARTON WOODS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,48
Barton Woods Assisted Living,BARTON WOODS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,48
Barton Woods Assisted Living East,BARTON WOODS ASSISTED LIVING EAST,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Barton Woods Assisted Living East,BARTON WOODS ASSISTED LIVING EAST,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Bavarian Comfort Care,BAVARIAN COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,55
Bavarian Comfort Care,BAVARIAN COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,55
Birch Run Fields Assisted Living,BIRCH RUN FIELDS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,46
Birch Run Fields Assisted Living,BIRCH RUN FIELDS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,46
Brookdale Saginaw AL,BROOKDALE SAGINAW AL,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,86
Brookdale Saginaw AL,BROOKDALE SAGINAW AL,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,86
Brookdale Saginaw MC,BROOKDALE SAGINAW MC,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,86
Brookdale Saginaw MC,BROOKDALE SAGINAW MC,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,86
Chesaning Comfort Care,CHESANING COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHESANING NURSING AND REHABILITATION CENTER,86
Chesaning Comfort Care,CHESANING COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHESANING NURSING AND REHABILITATION CENTER,86
Chesaning Nursing & Rehab Center,CHESANING NURSING AND REHABILITATION CENTER,CHESANING NURSING AND REHABILITATION CENTER,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHESANING NURSING AND REHABILITATION CENTER,100
Chesaning Nursing & Rehab Center,CHESANING NURSING AND REHABILITATION CENTER,CHESANING NURSING AND REHABILITATION CENTER,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHESANING NURSING AND REHABILITATION CENTER,100
Close to Home Assisted Living Saginaw Side 1,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 1,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Close to Home Assisted Living Saginaw Side 1,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 1,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Close to Home Assisted Living Saginaw Side 2,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 2,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Close to Home Assisted Living Saginaw Side 2,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 2,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Close to Home Assisted Living Saginaw Side 3,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 3,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Close to Home Assisted Living Saginaw Side 3,CLOSE TO HOME ASSISTED LIVING SAGINAW SIDE 3,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,86
Community Village,COMMUNITY VILLAGE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,37
Community Village,COMMUNITY VILLAGE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,37
Covenant Glen Memory Care,COVENANT GLEN MEMORY CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,60
Covenant Glen Memory Care,COVENANT GLEN MEMORY CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,60
Covenant Glen of Frankenmuth,COVENANT GLEN OF FRANKENMUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,70
Covenant Glen of Frankenmuth,COVENANT GLEN OF FRANKENMUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,70
Covenant Healthcare System,COVENANT HEALTHCARE SYSTEM,COVENANT HEALTHCARE SYSTEM,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,100
Covenant Healthcare System,COVENANT HEALTHCARE SYSTEM,COVENANT HEALTHCARE SYSTEM,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,100
Edgewood Assisted Living Center,EDGEWOOD ASSISTED LIVING CENTER,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREAT LAKES REHABILITATION CENTER,53
Edgewood Assisted Living Center,EDGEWOOD ASSISTED LIVING CENTER,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREAT LAKES REHABILITATION CENTER,53
Great Lakes Rehab Center,GREAT LAKES REHABILITATION CENTER,GREAT LAKES REHABILITATION CENTER,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREAT LAKES REHABILITATION CENTER,100
Great Lakes Rehab Center,GREAT LAKES REHABILITATION CENTER,GREAT LAKES REHABILITATION CENTER,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREAT LAKES REHABILITATION CENTER,100
HealthSource Saginaw,HEALTHSOURCE SAGINAW,HEALTHSOURCE SAGINAW,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,100
HealthSource Saginaw,HEALTHSOURCE SAGINAW,HEALTHSOURCE SAGINAW,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHSOURCE SAGINAW,100
Hoyt Nursing & Rehab. Centre,HOYT NURSING AND REHABILITATION CENTRE,HOYT NURSING AND REHABILITATION CENTRE,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOYT NURSING AND REHABILITATION CENTRE,100
Hoyt Nursing & Rehab. Centre,HOYT NURSING AND REHABILITATION CENTRE,HOYT NURSING AND REHABILITATION CENTRE,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOYT NURSING AND REHABILITATION CENTRE,100
Lous Adult Foster Care Home,LOUS ADULT FOSTER CARE HOME,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,86
Lous Adult Foster Care Home,LOUS ADULT FOSTER CARE HOME,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,86
Meadow View North,MEADOW VIEW NORTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,49
Meadow View North,MEADOW VIEW NORTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,49
Meadow View South,MEADOW VIEW SOUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,49
Meadow View South,MEADOW VIEW SOUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,49
Medilodge of Frankenmuth,MEDILODGE OF FRANKENMUTH,MEDILODGE OF FRANKENMUTH,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,100
Medilodge of Frankenmuth,MEDILODGE OF FRANKENMUTH,MEDILODGE OF FRANKENMUTH,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,100
Meiser AFC Home,MEISER AFC HOME,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,58
Meiser AFC Home,MEISER AFC HOME,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,58
Merrill Fields Assisted Living,MERRILL FIELDS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,47
Merrill Fields Assisted Living,MERRILL FIELDS ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,47
NHIL Operations,NHIL OPERATIONS,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVISTA NURSING AND REHABILITATION,50
NHIL Operations,NHIL OPERATIONS,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVISTA NURSING AND REHABILITATION,50
New Hope Valley,NEW HOPE VALLEY,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,42
New Hope Valley,NEW HOPE VALLEY,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COVENANT HEALTHCARE SYSTEM,42
Pine Haven Assisted Living LLC,PINE HAVEN ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Pine Haven Assisted Living LLC,PINE HAVEN ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Saginaw Bickford Cottage,SAGINAW BICKFORD COTTAGE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,70
Saginaw Bickford Cottage,SAGINAW BICKFORD COTTAGE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,70
Saginaw Senior Care,SAGINAW SENIOR CARE,SAGINAW SENIOR CARE,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,100
Saginaw Senior Care,SAGINAW SENIOR CARE,SAGINAW SENIOR CARE,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,100
Samaritas  Senior Living Saginaw,SAMARITAS SENIOR LIVING SAGINAW,SAMARITAS SENIOR LIVING SAGINAW,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,100
Samaritas  Senior Living Saginaw,SAMARITAS SENIOR LIVING SAGINAW,SAMARITAS SENIOR LIVING SAGINAW,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,100
Serenity Springs,SERENITY SPRINGS,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Serenity Springs,SERENITY SPRINGS,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,50
Shields Comfort Care,SHIELDS COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,51
Shields Comfort Care,SHIELDS COMFORT CARE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,51
St. Francis Home,ST. FRANCIS HOME,ST. FRANCIS HOME,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,100
St. Francis Home,ST. FRANCIS HOME,ST. FRANCIS HOME,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,100
Stone Crest Senior Living-Wing A,STONE CREST SENIOR LIVING-WING A,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,86
Stone Crest Senior Living-Wing A,STONE CREST SENIOR LIVING-WING A,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,86
Stone Crest Senior Living-Wing B,STONE CREST SENIOR LIVING-WING B,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,86
Stone Crest Senior Living-Wing B,STONE CREST SENIOR LIVING-WING B,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAGINAW SENIOR CARE,86
The Roosevelt House,THE ROOSEVELT HOUSE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,46
The Roosevelt House,THE ROOSEVELT HOUSE,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. FRANCIS HOME,46
Union Court Assisted Living,UNION COURT ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,52
Union Court Assisted Living,UNION COURT ASSISTED LIVING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMARITAS SENIOR LIVING SAGINAW,52
Union Court Assisted Living of Chesaning,UNION COURT ASSISTED LIVING OF CHESANING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,86
Union Court Assisted Living of Chesaning,UNION COURT ASSISTED LIVING OF CHESANING,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF FRANKENMUTH,86
Wellspring Lutheran Frankenmuth,WELLSPRING LUTHERAN FRANKENMUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WELLSPRING LUTHERAN SERVICES,77
Wellspring Lutheran Frankenmuth,WELLSPRING LUTHERAN FRANKENMUTH,,20201112,MI,SAGINAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WELLSPRING LUTHERAN SERVICES,77
Lakeshore Woods,LAKESHORE WOODS,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeshore Woods,LAKESHORE WOODS,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeshore Woods II,LAKESHORE WOODS II,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeshore Woods II,LAKESHORE WOODS II,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwood Manor Nursing Home,MARWOOD MANOR NURSING HOME,MARWOOD MANOR NURSING HOME,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwood Manor Nursing Home,MARWOOD MANOR NURSING HOME,MARWOOD MANOR NURSING HOME,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of Port Huron ,MEDILODGE OF PORT HURON ,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of Port Huron ,MEDILODGE OF PORT HURON ,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of St. Clair,MEDILODGE OF ST. CLAIR,MEDILODGE OF ST. CLAIR,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of St. Clair,MEDILODGE OF ST. CLAIR,MEDILODGE OF ST. CLAIR,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of Yale,MEDILODGE OF YALE,MEDILODGE OF YALE,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medilodge of Yale,MEDILODGE OF YALE,MEDILODGE OF YALE,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Village #1,MERCY VILLAGE #1,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Village #1,MERCY VILLAGE #1,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Village #2,MERCY VILLAGE #2,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Village #2,MERCY VILLAGE #2,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regency On the Lake - Ft. Gratiot,REGENCY ON THE LAKE - FT. GRATIOT,REGENCY ON THE LAKE - FT. GRATIOT,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regency On the Lake - Ft. Gratiot,REGENCY ON THE LAKE - FT. GRATIOT,REGENCY ON THE LAKE - FT. GRATIOT,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Bend #1,RIVER BEND #1,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Bend #1,RIVER BEND #1,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Bend #2,RIVER BEND #2,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Bend #2,RIVER BEND #2,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Creek Senior Living,SAGE CREEK SENIOR LIVING,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Creek Senior Living,SAGE CREEK SENIOR LIVING,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanborn Gratiot Memorial Home,SANBORN GRATIOT MEMORIAL HOME,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanborn Gratiot Memorial Home,SANBORN GRATIOT MEMORIAL HOME,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadhams Creek,WADHAMS CREEK,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadhams Creek,WADHAMS CREEK,,20201112,MI,SAINT CLAIR,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birch Meadows AFC,BIRCH MEADOWS AFC,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birch Meadows AFC,BIRCH MEADOWS AFC,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowman Place,BOWMAN PLACE,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowman Place,BOWMAN PLACE,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Living Center,FAIRVIEW LIVING CENTER,FAIRVIEW LIVING CENTER,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview Living Center,FAIRVIEW LIVING CENTER,FAIRVIEW LIVING CENTER,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Healthcare of Three Rivers,GRACE HEALTHCARE OF THREE RIVERS,GRACE HEALTHCARE OF THREE RIVERS,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Healthcare of Three Rivers,GRACE HEALTHCARE OF THREE RIVERS,GRACE HEALTHCARE OF THREE RIVERS,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
